year,date_start,longitude,latitude,side_a,side_b,deaths_total,event_relevant,myanmar_gov_involved
2015,2015-02-15 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-02-15 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-16 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-17 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-18 00:00:00.000,98.785508,23.583995,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-02-19 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-21 00:00:00.000,98.785508,23.583995,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-02-21 00:00:00.000,98.646785,23.754052,Government of Myanmar (Burma),MNDAA,7,1,Yes
2015,2015-02-23 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,9,1,Yes
2015,2015-02-25 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-03-01 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-03-07 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,8,1,Yes
2015,2015-03-10 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-03-14 00:00:00.000,97.937993,23.457894,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-03-14 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,10,1,Yes
2015,2015-03-16 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-03-17 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-03-18 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,13,1,Yes
2015,2015-03-19 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-03-28 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-04-08 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,10,1,Yes
2015,2015-04-09 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,5,1,Yes
2015,2015-04-10 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,12,1,Yes
2015,2015-04-11 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-04-13 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),MNDAA,7,1,Yes
2015,2015-04-15 00:00:00.000,98.799687,23.754949,Government of Myanmar (Burma),MNDAA,16,1,Yes
2015,2015-04-18 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-04-23 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,53,1,Yes
2015,2015-05-11 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-05-11 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-05-14 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-05-15 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,5,1,Yes
2015,2015-06-28 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-06-28 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-06-28 00:00:00.000,98.560525,23.938505,Government of Myanmar (Burma),MNDAA,3,1,Yes
2015,2015-07-04 00:00:00.000,98.182546,23.306511,Government of Myanmar (Burma),MNDAA,1,1,Yes
2017,2017-03-06 00:00:00.000,98.5,23.5833,Government of Myanmar (Burma),MNDAA,30,1,Yes
2017,2017-03-06 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,5,1,Yes
2018,2018-07-09 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),MNDAA,1,1,Yes
2018,2018-08-14 00:00:00.000,97.931008,23.457278,Government of Myanmar (Burma),MNDAA,10,1,Yes
2019,2019-01-25 00:00:00.000,98.730725,23.602184,Government of Myanmar (Burma),MNDAA,3,1,Yes
1994,1994-12-01 00:00:00.000,97.69095,17.832892,DKBA,KNU,5,1,No
1994,1994-12-16 00:00:00.000,97.69095,17.832892,DKBA,KNU,3,1,No
1995,1995-12-09 00:00:00.000,98,22,DKBA,KNU,2,1,No
1995,1995-12-19 00:00:00.000,97.7425,17.785833,DKBA,KNU,2,1,No
1996,1996-01-20 00:00:00.000,97.75,17.5,DKBA,KNU,20,1,No
1996,1996-02-27 00:00:00.000,98,22,DKBA,KNU,8,1,No
1996,1996-02-27 00:00:00.000,98.506111,16.686389,DKBA,KNU,5,1,No
1996,1996-05-19 00:00:00.000,98.331783,14.705158,DKBA,KNU,20,1,No
1996,1996-09-11 00:00:00.000,97.75,17.5,DKBA,KNU,6,1,No
1996,1996-09-23 00:00:00.000,97.7425,17.785833,DKBA,KNU,6,1,No
1998,1998-03-24 00:00:00.000,98,22,DKBA,KNU,6,1,No
1998,1998-03-24 00:00:00.000,98.331783,14.705158,DKBA,KNU,2,1,No
1998,1998-03-26 00:00:00.000,98.506111,16.686389,DKBA,KNU,50,1,No
1998,1998-04-02 00:00:00.000,98.331783,14.705158,DKBA,KNU,20,1,No
1998,1998-04-27 00:00:00.000,98,22,DKBA,KNU,2,1,No
1998,1998-05-11 00:00:00.000,98.331783,14.705158,DKBA,KNU,4,1,No
1998,1998-09-25 00:00:00.000,97.75,17.5,DKBA,KNU,2,1,No
1999,1999-07-11 00:00:00.000,97.75,17.5,DKBA,KNU,7,1,No
2001,2001-04-22 00:00:00.000,98.506111,16.686389,DKBA,KNU,2,1,No
2001,2001-07-07 00:00:00.000,98.331783,14.705158,DKBA,KNU,4,1,No
2001,2001-12-14 00:00:00.000,98,22,DKBA,KNU,7,1,No
2007,2007-02-15 00:00:00.000,98,22,DKBA,KNU,2,1,No
2007,2007-03-08 00:00:00.000,98,22,DKBA,KNU,1,1,No
2007,2007-04-01 00:00:00.000,98,22,DKBA,KNU,1,1,No
2007,2007-04-08 00:00:00.000,97.7,17.7,DKBA,KNU,8,1,No
2007,2007-04-23 00:00:00.000,98.244408,15.833678,DKBA,KNU,4,1,No
2007,2007-05-01 00:00:00.000,98.401939,16.692983,DKBA,KNU,4,1,No
2007,2007-06-09 00:00:00.000,97.75,17.5,DKBA,KNU,2,1,No
2007,2007-06-21 00:00:00.000,97.75,17.5,DKBA,KNU,10,1,No
2007,2007-06-28 00:00:00.000,98.506111,16.686389,DKBA,KNU,1,1,No
2007,2007-07-02 00:00:00.000,98,22,DKBA,KNU,2,1,No
2007,2007-09-01 00:00:00.000,97.7,17.7,DKBA,KNU,1,1,No
2007,2007-11-26 00:00:00.000,98.244408,15.833678,DKBA,KNU,1,1,No
2007,2007-12-18 00:00:00.000,97.75,17.5,DKBA,KNU,8,1,No
2008,2008-10-10 00:00:00.000,98,22,DKBA,KNU,1,1,No
2001,2001-03-18 00:00:00.000,99.0525,20.001944,RCSS,UWSA,3,1,No
2005,2005-02-10 00:00:00.000,98,22,RCSS,UWSA,8,1,No
2005,2005-03-22 00:00:00.000,98,22,RCSS,UWSA,1,1,No
2005,2005-04-11 00:00:00.000,97.840192,19.173853,RCSS,UWSA,2,1,No
2005,2005-04-13 00:00:00.000,99.0525,20.001944,RCSS,UWSA,90,1,No
2005,2005-04-17 00:00:00.000,98.934444,20.294722,RCSS,UWSA,4,1,No
2005,2005-04-26 00:00:00.000,98,22,RCSS,UWSA,5,1,No
2000,2000-11-24 00:00:00.000,98,22,MDA,MDA - LM,70,1,No
1990,1990-02-01 00:00:00.000,98,22,MTA,UWSA,68,1,No
1990,1990-02-01 00:00:00.000,98,22,MTA,UWSA,32,1,No
1990,1990-02-14 00:00:00.000,98,22,MTA,UWSA,132,1,No
1990,1990-06-08 00:00:00.000,99.0525,20.001944,MTA,UWSA,2,1,No
1991,1991-01-10 00:00:00.000,98,22,MTA,UWSA,5,1,No
1991,1991-12-01 00:00:00.000,98,22,MTA,UWSA,350,1,No
1995,1995-01-31 00:00:00.000,99.605689,21.280781,MTA,UWSA,1000,1,No
1995,1995-06-20 00:00:00.000,98,22,MTA,UWSA,6,1,No
1995,1995-09-19 00:00:00.000,98,22,MTA,UWSA,36,1,No
1991,1991-12-01 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,150,1,Yes
1995,1995-04-03 00:00:00.000,93.733333,23.75,Government of Myanmar (Burma),NSCN-K,25,1,Yes
1995,1995-05-01 00:00:00.000,93.5,22,Government of Myanmar (Burma),NSCN-K,3,1,Yes
1995,1995-05-03 00:00:00.000,93.5,22,Government of Myanmar (Burma),NSCN-K,5,1,Yes
2000,2000-02-01 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,40,1,Yes
2001,2001-05-06 00:00:00.000,95.433333,26.333333,Government of Myanmar (Burma),NSCN-K,62,1,Yes
2004,2004-01-04 00:00:00.000,96,27,Government of Myanmar (Burma),NSCN-K,2,1,Yes
2005,2005-01-01 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,15,1,Yes
2005,2005-01-19 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,15,1,Yes
2005,2005-12-07 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,8,1,Yes
2006,2006-01-07 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,21,1,Yes
2006,2006-01-14 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,8,1,Yes
2006,2006-02-28 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,13,1,Yes
2006,2006-03-01 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,50,1,Yes
2007,2007-01-26 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,100,1,Yes
2007,2007-01-27 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,15,1,Yes
2007,2007-02-15 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,100,1,Yes
2011,2011-09-14 00:00:00.000,95.5,23.5,Government of Myanmar (Burma),NSCN-K,5,1,Yes
2001,2001-02-01 00:00:00.000,92.9,20.15,Buddhists (Myanmar),Muslims (Myanmar),13,1,No
2001,2001-02-04 00:00:00.000,92.755714,20.484947,Buddhists (Myanmar),Muslims (Myanmar),15,1,No
2001,2001-05-22 00:00:00.000,96.433333,18.933333,Buddhists (Myanmar),Muslims (Myanmar),9,1,No
2003,2003-10-19 00:00:00.000,96.130278,21.613056,Buddhists (Myanmar),Muslims (Myanmar),9,1,No
2006,2006-02-28 00:00:00.000,94.75,20.5,Buddhists (Myanmar),Muslims (Myanmar),2,1,No
2012,2012-06-03 00:00:00.000,94.24078,18.85609,Buddhists (Myanmar),Muslims (Myanmar),10,1,No
2012,2012-06-08 00:00:00.000,94.25,19,Buddhists (Myanmar),Muslims (Myanmar),4,1,No
2012,2012-06-08 00:00:00.000,94.25,19,Buddhists (Myanmar),Muslims (Myanmar),20,1,No
2012,2012-08-05 00:00:00.000,92.9391,20.905221,Buddhists (Myanmar),Muslims (Myanmar),8,1,No
2012,2012-08-05 00:00:00.000,92.958811,20.870007,Buddhists (Myanmar),Muslims (Myanmar),5,1,No
2012,2012-10-22 00:00:00.000,94.25,19,Buddhists (Myanmar),Muslims (Myanmar),3,1,No
2012,2012-10-22 00:00:00.000,93.51408,20.49283,Buddhists (Myanmar),Muslims (Myanmar),7,1,No
2012,2012-10-22 00:00:00.000,93.17785,20.62644,Buddhists (Myanmar),Muslims (Myanmar),13,1,No
2012,2012-10-23 00:00:00.000,93.17785,20.62644,Buddhists (Myanmar),Muslims (Myanmar),64,1,No
2013,2013-03-20 00:00:00.000,95.866666,20.866666,Buddhists (Myanmar),Muslims (Myanmar),3,1,No
2013,2013-03-20 00:00:00.000,98,22,Buddhists (Myanmar),Muslims (Myanmar),3,1,No
2013,2013-03-20 00:00:00.000,95.866666,20.866666,Buddhists (Myanmar),Muslims (Myanmar),1,1,No
2013,2013-03-21 00:00:00.000,95.866666,20.866666,Buddhists (Myanmar),Muslims (Myanmar),36,1,No
2013,2013-04-30 00:00:00.000,94.1,23.466667,Buddhists (Myanmar),Muslims (Myanmar),1,1,No
2013,2013-05-29 00:00:00.000,97.746222,22.942711,Buddhists (Myanmar),Muslims (Myanmar),1,1,No
2013,2013-09-30 00:00:00.000,94.365632,18.465373,Buddhists (Myanmar),Muslims (Myanmar),5,1,No
2014,2014-07-02 00:00:00.000,96.083333,22,Buddhists (Myanmar),Muslims (Myanmar),1,1,No
2014,2014-07-03 00:00:00.000,96.083333,22,Buddhists (Myanmar),Muslims (Myanmar),1,1,No
2015,2015-07-13 00:00:00.000,93.077728,21.388336,Government of Myanmar (Burma),ULA,1,1,Yes
2015,2015-12-27 00:00:00.000,92.9391,20.905221,Government of Myanmar (Burma),ULA,2,1,Yes
2015,2015-12-31 00:00:00.000,92.9391,20.905221,Government of Myanmar (Burma),ULA,1,1,Yes
2016,2016-04-15 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ULA,1,1,Yes
2016,2016-04-16 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ULA,2,1,Yes
2017,2017-11-08 00:00:00.000,93.00596,20.931084,Government of Myanmar (Burma),ULA,12,1,Yes
2017,2017-11-12 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2017,2017-11-12 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,1,1,Yes
2018,2018-05-03 00:00:00.000,92.864326,21.987489,Government of Myanmar (Burma),ULA,1,1,Yes
2018,2018-05-20 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,1,1,Yes
2018,2018-11-13 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2018,2018-11-22 00:00:00.000,92.693827,21.254797,Government of Myanmar (Burma),ULA,13,1,Yes
2018,2018-12-03 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,4,1,Yes
2018,2018-12-03 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,4,1,Yes
2018,2018-12-16 00:00:00.000,92.7506,20.60182,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-01-01 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,35,1,Yes
2019,2019-01-01 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,38,1,Yes
2019,2019-01-01 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ULA,209,1,Yes
2019,2019-01-02 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-01-04 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,37,1,Yes
2019,2019-01-04 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-01-04 00:00:00.000,92.429176,21.151251,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-01-04 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,10,1,Yes
2019,2019-01-04 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-01-13 00:00:00.000,92.59862,20.79535,Government of Myanmar (Burma),ULA,5,1,Yes
2019,2019-01-16 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,5,1,Yes
2019,2019-01-26 00:00:00.000,92.73933,20.603283,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-14 00:00:00.000,92.360793,20.922044,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-19 00:00:00.000,93.107697,20.81049,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-19 00:00:00.000,93.107697,20.81049,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-02-20 00:00:00.000,92.688728,20.450081,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-22 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-23 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-25 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-02-27 00:00:00.000,92.990406,20.509937999999998,Government of Myanmar (Burma),ULA,6,1,Yes
2019,2019-03-06 00:00:00.000,93.2,20.6,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-03-07 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-03-09 00:00:00.000,92.977379,20.57023,Government of Myanmar (Burma),ULA,9,1,Yes
2019,2019-03-25 00:00:00.000,92.747137,20.659763,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-03-29 00:00:00.000,93.127037,20.714032,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-04-05 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,4,1,Yes
2019,2019-04-09 00:00:00.000,93.196389,20.586667,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-04-09 00:00:00.000,93.237335,20.664303,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-04-17 00:00:00.000,93.19559,20.55839,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-04-18 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-04-20 00:00:00.000,93.361269,20.435966,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-04-27 00:00:00.000,93.2,20.6,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-05-10 00:00:00.000,92.97527,20.84468,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-05-17 00:00:00.000,92.85551,21.30447,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-05-19 00:00:00.000,93.00008,20.95108,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-05-20 00:00:00.000,93.016258,20.91102,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-05-26 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,5,1,Yes
2019,2019-05-26 00:00:00.000,92.85551,21.30447,Government of Myanmar (Burma),ULA,6,1,Yes
2019,2019-06-02 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,4,1,Yes
2019,2019-06-03 00:00:00.000,93.31362,20.447306,Government of Myanmar (Burma),ULA,6,1,Yes
2019,2019-06-22 00:00:00.000,92.89835,20.14624,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-06-23 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-07-19 00:00:00.000,93.55395,19.98217,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-07-23 00:00:00.000,93.2,20.6,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-07-26 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-07-29 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-08-07 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-08-07 00:00:00.000,92.7506,20.60182,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-08-07 00:00:00.000,92.98519,21.01285,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-08-19 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-08-20 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-08-22 00:00:00.000,93.31662,20.58422,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-08-24 00:00:00.000,93.26266,20.59706,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-08-28 00:00:00.000,93.092512,20.774044,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-09-04 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,5,1,Yes
2019,2019-09-15 00:00:00.000,92.911201,20.70779,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-10-08 00:00:00.000,92.7506,20.60182,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-10-19 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-10-24 00:00:00.000,92.451192,20.850039,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-10-26 00:00:00.000,92.733718,20.492993,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-11-06 00:00:00.000,92.59862,20.79535,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-11-27 00:00:00.000,93.278789,20.62823,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-12-02 00:00:00.000,93.196389,20.586667,Government of Myanmar (Burma),ULA,3,1,Yes
2019,2019-12-02 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-12-06 00:00:00.000,92.947448,20.914149,Government of Myanmar (Burma),ULA,1,1,Yes
2019,2019-12-09 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,6,1,Yes
2019,2019-12-10 00:00:00.000,92.792064,21.423849,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-12-11 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,2,1,Yes
2019,2019-12-11 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),ULA,16,1,Yes
2020,2020-01-07 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,4,1,Yes
2020,2020-01-25 00:00:00.000,92.60395,20.82148,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-02-03 00:00:00.000,92.947448,20.914149,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-02-10 00:00:00.000,92.947448,20.914149,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-02-29 00:00:00.000,93.2,20.6,Government of Myanmar (Burma),ULA,6,1,Yes
2020,2020-02-29 00:00:00.000,93.196389,20.586667,Government of Myanmar (Burma),ULA,5,1,Yes
2020,2020-03-09 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-03-10 00:00:00.000,98,22,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-03-13 00:00:00.000,92.947448,20.914149,Government of Myanmar (Burma),ULA,3,1,Yes
2020,2020-03-14 00:00:00.000,92.993106,21.36558,Government of Myanmar (Burma),ULA,12,1,Yes
2020,2020-03-15 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,8,1,Yes
2020,2020-03-15 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-03-23 00:00:00.000,98,22,Government of Myanmar (Burma),ULA,17,1,Yes
2020,2020-03-30 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-04-01 00:00:00.000,92.97527,20.84468,Government of Myanmar (Burma),ULA,5,1,Yes
2020,2020-04-05 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-04-07 00:00:00.000,92.85551,21.30447,Government of Myanmar (Burma),ULA,7,1,Yes
2020,2020-04-13 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,8,1,Yes
2020,2020-04-16 00:00:00.000,92.947448,20.914149,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-04-20 00:00:00.000,93.467111,20.416925,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-04-22 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-04-22 00:00:00.000,93.023824,21.374056,Government of Myanmar (Burma),ULA,3,1,Yes
2020,2020-05-12 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-05-29 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,4,1,Yes
2020,2020-06-02 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,3,1,Yes
2020,2020-06-10 00:00:00.000,92.88094,20.29672,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-06-11 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-06-22 00:00:00.000,92.650177,20.432279,Government of Myanmar (Burma),ULA,4,1,Yes
2020,2020-07-11 00:00:00.000,92.360793,20.922044,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-07-11 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-07-11 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-08-02 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-08-03 00:00:00.000,93.99945,19.90897,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-08-03 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,10,1,Yes
2020,2020-09-01 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-09-03 00:00:00.000,94.25,19,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-09-08 00:00:00.000,93.55395,19.98217,Government of Myanmar (Burma),ULA,5,1,Yes
2020,2020-09-18 00:00:00.000,92.85551,21.30447,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-03 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-10-05 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ULA,2,1,Yes
2020,2020-10-13 00:00:00.000,92.897641,20.545228,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-19 00:00:00.000,93.2,20.6,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-26 00:00:00.000,92.5823,20.511,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-26 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-28 00:00:00.000,92.733718,20.492993,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-11-24 00:00:00.000,96.427239,22.945343,Government of Myanmar (Burma),ULA,1,1,Yes
2006,2006-11-22 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),SSPP,2,1,Yes
2011,2011-03-01 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,14,1,Yes
2011,2011-03-13 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),SSPP,8,1,Yes
2011,2011-03-13 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),SSPP,3,1,Yes
2011,2011-03-13 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,23,1,Yes
2011,2011-03-23 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-03-23 00:00:00.000,97.863931,22.615957,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-03-23 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-03-24 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),SSPP,1,1,Yes
