"","X.2","X.1","X","id","year","date_start","conflict_name","dyad_name","longitude","latitude","where_prec","priogrid_gid","country","country_id","deaths_a","deaths_b","deaths_civilians","deaths_unknown","side_a_new_id","side_a","side_a_relevant","side_b_new_id","side_b","side_b_relevant","deaths_battle","deaths_total","event_relevant","event_civilians","event_community","event_rel_out"
"1022",1022,1022,1022,142983,2014,"2014-06-21","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.749822,10.796497,1,145106,"Nigeria",475,0,0,5,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,5,0,1,0,0
"1023",1023,1023,1023,142989,2014,"2014-06-21","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.84702,10.86583,2,145106,"Nigeria",475,0,0,5,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,5,0,1,0,0
"1024",1024,1024,1024,142990,2014,"2014-06-17","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.9608,11.747,1,146544,"Nigeria",475,0,0,21,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,21,0,1,0,0
"1025",1025,1025,1025,142996,2014,"2014-06-22","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.712982,11.103593,1,145828,"Nigeria",475,3,1,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,4,1,0,0,0
"1026",1026,1026,1026,143000,2014,"2014-06-20","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",9.490773,10.224514,5,144379,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"1027",1027,1027,1027,143005,2014,"2014-06-23","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.513807,11.994354,1,146538,"Nigeria",475,0,0,8,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,8,0,1,0,0
"1028",1028,1028,1028,143012,2014,"2014-06-17","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.76417,11.09826,3,145826,"Nigeria",475,0,0,30,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,30,0,1,0,0
"1029",1029,1029,1029,143363,2014,"2014-06-22","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.7705,10.83642,3,145106,"Nigeria",475,0,46,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,46,46,1,0,0,0
"1030",1030,1030,1030,143364,2014,"2014-06-21","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora",12.7705,10.83642,3,145106,"Nigeria",475,0,6,0,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4000,"Yan Gora",1,6,6,1,0,0,0
"1031",1031,1031,1031,143367,2014,"2014-06-23","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.45,9.25,3,142937,"Nigeria",475,21,0,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,21,21,0,0,1,0
"1032",1032,1032,1032,143368,2014,"2014-06-23","Christians (Nigeria) - Muslims (Nigeria)","Christians (Nigeria) - Muslims (Nigeria)",8.46667,9.21667,2,142937,"Nigeria",475,17,0,0,0,1020,"Christians (Nigeria)",NA,1021,"Muslims (Nigeria)",NA,17,17,0,0,1,0
"1033",1033,1033,1033,143375,2014,"2014-06-21","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.5,11,4,145830,"Cameroon",471,0,8,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,8,8,1,0,0,0
"1034",1034,1034,1034,143379,2014,"2014-06-25","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",7.533333,9.083333,1,142936,"Nigeria",475,0,0,22,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,22,0,1,0,0
"1035",1035,1035,1035,143380,2014,"2014-06-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.9074,11.3885,1,145826,"Nigeria",475,16,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,16,16,1,0,0,0
"1036",1036,1036,1036,143381,2014,"2014-06-24","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.9074,11.3885,1,145826,"Nigeria",475,0,0,5,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,5,0,1,0,0
"1037",1037,1037,1037,143384,2014,"2014-06-22","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.5,11,4,145830,"Cameroon",471,0,2,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,2,2,1,0,0,0
"1038",1038,1038,1038,143385,2014,"2014-06-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.24963,11.27417,1,145829,"Cameroon",471,0,6,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,6,6,1,0,0,0
"1039",1039,1039,1039,143386,2014,"2014-06-22","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.5,11,4,145830,"Cameroon",471,0,2,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,2,2,1,0,0,0
"1040",1040,1040,1040,143388,2014,"2014-06-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.09661,11.52059,3,146549,"Nigeria",475,2,53,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,55,55,1,0,0,0
"1041",1041,1041,1041,143389,2014,"2014-06-28","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",9.843273,10.313441,1,144380,"Nigeria",475,0,0,10,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,10,0,1,0,0
"1042",1042,1042,1042,143395,2014,"2014-06-29","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.84702,10.86583,2,145106,"Nigeria",475,0,0,15,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,15,0,1,0,0
"1043",1043,1043,1043,143398,2014,"2014-06-29","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.70429,10.8856,1,145106,"Nigeria",475,0,0,24,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,24,0,1,0,0
"1044",1044,1044,1044,143401,2014,"2014-06-29","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.7705,10.83642,3,145106,"Nigeria",475,0,0,9,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,9,0,1,0,0
"1045",1045,1045,1045,143404,2014,"2014-06-27","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.31264,11.48451,1,145825,"Nigeria",475,3,4,2,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,7,9,1,0,0,0
"1046",1046,1046,1046,143411,2014,"2014-07-01","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.160274,11.84644,1,146547,"Nigeria",475,0,0,20,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,20,0,1,0,0
"1047",1047,1047,1047,143413,2014,"2014-06-30","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.06198,10.21617,1,144385,"Nigeria",475,0,0,1,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,1,1,0,0,0
"1048",1048,1048,1048,143434,2014,"2014-07-04","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.75758,11.15604,1,145826,"Nigeria",475,19,53,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,72,72,1,0,0,0
"1049",1049,1049,1049,143681,2014,"2014-07-05","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13,11.5,4,146547,"Nigeria",475,5,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,5,5,1,0,0,0
"1050",1050,1050,1050,143682,2014,"2014-07-06","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.9373,12.42499,1,147268,"Nigeria",475,0,0,6,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,6,0,1,0,0
"1051",1051,1051,1051,143683,2014,"2014-07-06","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.9373,12.42499,1,147268,"Nigeria",475,0,5,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,5,5,1,0,0,0
"1052",1052,1052,1052,143684,2014,"2014-07-06","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora",13.9373,12.42499,1,147268,"Nigeria",475,0,1,0,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4000,"Yan Gora",1,1,1,1,0,0,0
"1053",1053,1053,1053,143685,2014,"2014-07-06","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.585614,11.912271,5,146548,"Nigeria",475,0,0,15,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,15,0,1,0,0
"1054",1054,1054,1054,143686,2014,"2014-07-04","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora",13.00278,11.58605,3,146547,"Nigeria",475,2,5,0,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4000,"Yan Gora",1,7,7,1,0,0,0
"1055",1055,1055,1055,143687,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,3,0,0,607,"Fulani",2,1032,"Tiv",NA,3,3,0,0,0,0
"1056",1056,1056,1056,143688,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,2,0,0,607,"Fulani",2,1032,"Tiv",NA,2,2,0,0,0,0
"1057",1057,1057,1057,143690,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,10,0,0,607,"Fulani",2,1032,"Tiv",NA,10,10,0,0,0,0
"1058",1058,1058,1058,143693,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,10,0,0,607,"Fulani",2,1032,"Tiv",NA,10,10,0,0,0,0
"1059",1059,1059,1059,143694,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,10,0,0,607,"Fulani",2,1032,"Tiv",NA,10,10,0,0,0,0
"1060",1060,1060,1060,143695,2014,"2014-07-05","Fulani - Tiv","Fulani - Tiv",10.96853,8.15541,3,141502,"Nigeria",475,0,10,0,0,607,"Fulani",2,1032,"Tiv",NA,10,10,0,0,0,0
"1061",1061,1061,1061,143697,2014,"2014-07-05","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.9373,12.42499,1,147268,"Nigeria",475,0,22,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,22,22,1,0,0,0
"1062",1062,1062,1062,143699,2014,"2014-07-05","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.09661,11.52059,3,146549,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"1063",1063,1063,1063,143701,2014,"2014-07-06","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",7.43828,10.52224,1,145095,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,1,1,0,0,0
"1064",1064,1064,1064,143888,2014,"2014-07-08","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.712982,11.103593,2,145828,"Nigeria",475,0,0,2,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,2,0,1,0,0
"1065",1065,1065,1065,143889,2014,"2014-07-08","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.712982,11.103593,2,145828,"Nigeria",475,0,0,1,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,1,0,1,0,0
"1066",1066,1066,1066,143890,2014,"2014-07-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.03365,11.65822,2,146547,"Nigeria",475,3,40,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,43,43,1,0,0,0
"1067",1067,1067,1067,143893,2014,"2014-07-14","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.21742,10.74025,1,145107,"Nigeria",475,0,0,20,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,20,0,1,0,0
"1068",1068,1068,1068,143894,2014,"2014-07-14","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.21742,10.74025,1,145107,"Nigeria",475,0,0,6,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,6,1,0,0,0
"1069",1069,1069,1069,143896,2014,"2014-07-14","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora",13.21742,10.74025,1,145107,"Nigeria",475,20,0,0,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4000,"Yan Gora",1,20,20,1,0,0,0
"1070",1070,1070,1070,143898,2014,"2014-07-15","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.45449,10.810416,1,145105,"Nigeria",475,0,0,20,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,20,0,1,0,0
"1071",1071,1071,1071,143899,2014,"2014-07-16","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.45449,10.810416,1,145105,"Nigeria",475,0,0,7,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,7,0,1,0,0
"1072",1072,1072,1072,143900,2014,"2014-07-15","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.14579,10.76891,1,145107,"Nigeria",475,0,0,9,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,9,0,1,0,0
"1073",1073,1073,1073,143901,2014,"2014-07-17","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.75758,11.15604,1,145826,"Nigeria",475,0,0,46,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,46,0,1,0,0
"1074",1074,1074,1074,143904,2014,"2014-07-19","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.764878,11.091451,1,145828,"Nigeria",475,0,0,6,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,6,0,1,0,0
"1075",1075,1075,1075,143912,2014,"2014-07-23","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",7.43828,10.52224,1,145095,"Nigeria",475,0,0,31,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,31,0,1,0,0
"1076",1076,1076,1076,143920,2014,"2014-07-22","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.75758,11.15604,1,145826,"Nigeria",475,0,0,5,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,5,0,1,0,0
"1077",1077,1077,1077,143940,2014,"2014-07-23","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",12.01893,10.77751,1,145105,"Nigeria",475,0,0,11,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,11,0,1,0,0
"1078",1078,1078,1078,143978,2014,"2014-07-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.5,11,4,145830,"Cameroon",471,4,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,4,1,0,0,0
"1079",1079,1079,1079,143988,2014,"2014-07-25","Government of Nigeria - Civilians","Government of Nigeria - Civilians",7.716097,11.082083,1,145816,"Nigeria",475,0,0,32,0,84,"Government of Nigeria",1,1,"Civilians",NA,0,32,0,1,0,0
"1080",1080,1080,1080,143995,2014,"2014-07-27","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.513807,11.994354,1,146538,"Nigeria",475,0,0,5,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,5,0,1,0,0
"1081",1081,1081,1081,144025,2014,"2014-07-28","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.513807,11.994354,1,146538,"Nigeria",475,0,0,3,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,3,0,1,0,0
"1082",1082,1082,1082,144034,2014,"2014-07-27","Supporters of APC - Supporters of PDP","Supporters of APC - Supporters of PDP",4.74161,7.62789,1,140770,"Nigeria",475,0,0,0,2,5787,"Supporters of APC",NA,668,"Supporters of PDP",NA,0,2,0,0,0,0
"1083",1083,1083,1083,144049,2014,"2014-07-27","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.56634,10.41452,1,144386,"Nigeria",475,2,2,3,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,7,1,0,0,0
"1084",1084,1084,1084,144058,2014,"2014-07-29","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.0694,11.7091,1,146543,"Nigeria",475,0,0,13,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,13,0,1,0,0
"1085",1085,1085,1085,144066,2014,"2014-07-31","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",8.513807,11.994354,1,146538,"Nigeria",475,0,0,2,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,2,0,1,0,0
"1086",1086,1086,1086,144076,2014,"2014-07-28","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",11.91656,11.56189,1,146544,"Nigeria",475,0,0,8,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,8,0,1,0,0
"1087",1087,1087,1087,144082,2014,"2014-08-04","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",14.70529,13.4741,3,148710,"Chad",483,0,0,6,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,6,0,1,0,0
"1088",1088,1088,1088,144084,2014,"2014-08-05","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.712982,11.103593,1,145828,"Nigeria",475,0,0,600,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,600,0,1,0,0
"1089",1089,1089,1089,144088,2014,"2014-08-08","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.712982,11.103593,1,145828,"Nigeria",475,30,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,30,30,1,0,0,0
"1090",1090,1090,1090,144091,2014,"2014-08-07","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.9373,12.42499,1,147268,"Nigeria",475,0,0,8,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,8,0,1,0,0
"1091",1091,1091,1091,144092,2014,"2014-08-08","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",12.75758,11.15604,1,145826,"Nigeria",475,29,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,29,29,1,0,0,0
"1092",1092,1092,1092,144170,2014,"2014-08-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.79345,11.21029,1,145828,"Nigeria",475,15,0,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,15,15,1,0,0,0
"1093",1093,1093,1093,144171,2014,"2014-08-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.72786,11.483371,5,145828,"Nigeria",475,15,50,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,65,65,1,0,0,0
"1094",1094,1094,1094,144172,2014,"2014-08-09","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",13.759141,11.448477,1,145828,"Nigeria",475,2,2,0,0,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,4,4,1,0,0,0
"1095",1095,1095,1095,144173,2014,"2014-08-10","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.86032,13.12111,1,148708,"Nigeria",475,0,0,10,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,10,0,1,0,0
"1096",1096,1096,1096,144175,2014,"2014-08-17","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.80898,12.40363,1,147268,"Nigeria",475,0,0,6,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,6,0,1,0,0
"1097",1097,1097,1097,144176,2014,"2014-08-17","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",13.754447,12.231405,1,147268,"Nigeria",475,0,0,4,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,4,0,1,0,0
"1098",1098,1098,1098,144178,2014,"2014-08-18","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians",14.03595,11.21917,1,145829,"Cameroon",471,0,0,3,0,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,1,"Civilians",NA,0,3,0,1,0,0
"1099",1099,1099,1099,144183,2014,"2014-08-24","Nigeria:Government","Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",14.21731,12.37066,1,147269,"Nigeria",475,0,0,0,15,84,"Government of Nigeria",1,1051,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad",1,0,15,1,0,0,0
"1100",1100,1100,1100,144184,2014,"2014-08-22","Fulani - Jukun","Fulani - Jukun",9.783333,7.85,1,140780,"Nigeria",475,0,0,0,13,607,"Fulani",2,950,"Jukun",NA,0,13,0,0,0,0
"1101",1101,1101,1101,144186,2014,"2014-08-26","Eggon - Fulani","Eggon - Fulani",8.85,8.6,1,142218,"Nigeria",475,15,0,0,0,1172,"Eggon",NA,607,"Fulani",2,15,15,0,0,0,0
